Title,Artist,Price,Themes,Dimensions,Style,Description,Link,Image
Vintage Plate Roses,Anna Serebrenoya,28.0,"['plate', 'circle', 'vintage', 'retro', 'folk', 'victorian', 'digital', 'print', 'old', 'embroidery']",,Figurative,"Digital Art print. Only for printing

                
                    About this artwork: Classification, Techniques & Styles
                      Figurative      Figurative and colorful painting having taken the[...]",https://www.artmajeur.com/anna-serebrenoya/en/artworks/17585875/vintage-plate-roses,downloaded_images/17585875_plate2.jpg
Blue Abstraction Cracked Square,Uliana Saiapina,42.0,"['blue', 'ocean', 'wave', 'abstract', 'cracks', 'interior']",,Abstract,"This abstract painting is done in 2024, combining elements of blue waves and refined lines. Features specially created cracks, which the artist uses to express his inner state. The work measures 80×80×3 cm and displays a unique combination of color and form, conveying the author's deep emotional feelings.",https://www.artmajeur.com/uliana-saiapina/en/artworks/17919337/blue-abstraction-cracked-square,downloaded_images/17919337_1717185988874-1-1.jpg
Flower Girl / Purple,Maria Lundsten,26.69,"['flower', 'girl', 'calm', 'nice', 'hiding', 'art', 'poster', 'unique', 'purple', 'white']",,Figurative,"Beautiful girl hiding in flowers. fits in with all types of decor and styles. The purple and fine background creates calm and a kind of well-being when looking at the illustration 
 
Choose as prints 
Canvas print  
or Metal print

                
                    About this[...]",https://www.artmajeur.com/maria-lundsten/en/artworks/16770064/flower-girl-purple,downloaded_images/16770064_flowergirl-purple-no1-70x100cm.jpg
#0031,Yael Y,,"['Colorful digital art UK', 'Colorful digital art Canada', 'Colorful digital art Australia', 'Digital art for commercial use', 'Original signed digital art', 'Special digital drawing sale', 'Printable digital painting art', 'Unique digital painting art', 'Digital art now colorful', 'Designed digital painting', 'Digital painting of women', 'Interior digital art', 'Digital art for sale', 'Female digital portrait', 'Women digital art', 'Digital portrait painting', 'Colorful digital painting', 'Female digital art']",,Colorful digital art USA,"About this artwork: Classification, Techniques & Styles
                      AI generated image       AI generated images are computer-generated images that aim to replicate the[...]",https://www.artmajeur.com/yael-y/en/artworks/16895311/0031,downloaded_images/16895311_9600.jpg
Drink With Love,Anja Tippmann,72.0,"['Drink', 'Umwelt', 'Wasserknappheit', 'Love', 'Color', 'Abstrakt', 'Digitale Kunst', 'Fotografie', 'Metall', 'Industrie']",,Abstract,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/anja-tippmann/en/artworks/17753104/drink-with-love,downloaded_images/17753104_2024-01-17-14-55-12-035.jpg
La Croix,Alexandra Daoust,761.75,"['géométrique', 'numérique', 'formes']",60x60 cm,Abstract,"Impression sur Alu Dibond brossé Argenté. 
Édition originale et limitée 1/1  
Datée,  numérotée,  signée avec certificat d'authenticité.

                
                    About this artwork: Classification, Techniques & Styles",https://www.artmajeur.com/alexandra-daoust/en/artworks/17784784/la-croix,downloaded_images/17784784_1000041842.jpg
Universi,Amparo Plaza Vázquez,25.0,[],,Spiritual Art,"Universi  
Es el resultado del trabajo con el numero dos de la geometría sagrada y la vesica de Piscis. 
Las figuras geométricas transportan en sus formas una información (in-formación: dentro de la forma). Información que es inherente a su estructura. Siempre estará ahí, a la vista, aunque no la veamos. 
Habitualmente nos comunicamos[...]",https://www.artmajeur.com/amparo-plaza-vazquez/en/artworks/17432617/universi,downloaded_images/17432617_deb25068-0dfc-4e5c-a563-5b3786167ace.jpg
Modern Snow White Posing For Hollywood,Lily Warmenhoven,172.0,"['Power', 'Snow white', 'Girl power', 'Disney', 'Modern', 'Women']",,Pop Art,"This is a series of digital artworks that portray the iconic female protagonists of classic fairy tales from a contemporary perspective. This captivating digital artwork is a fusion of fairy tale magic and bold pop art style. Drawing inspiration from the beloved tale of Snow White, the piece depicts the iconic character in a fresh and daring light.[...]",https://www.artmajeur.com/lily-warmenhoven/en/artworks/16772515/modern-snow-white-posing-for-hollywood,downloaded_images/16772515_sneeuwitje-final-2-0-version.jpg
"""Lights Of The Infiniti:autumn""",Marta Vidiari,102.0,[],,Illustration,"""I just need you and some underwater kisses with light cuddles""

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital[...]",https://www.artmajeur.com/martavidiari/en/artworks/15681196/lights-of-the-infiniti-autumn,downloaded_images/15681196_1d38c15f-14de-4905-80ad-eac8234506c6.jpg
Monalisa Swords,Halllter Rossyla Neatt,25.0,"['monalisa', 'art', 'modern art', 'sword']",,Classicism,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/halllter-rossyla-neatt/en/artworks/16701028/monalisa-swords,downloaded_images/16701028_20230322225908.jpg
Ella,Cristian Tonea,522.0,"['couleur', ""80's"", 'portrait', 'graphique', 'numérique', 'conceptuel', 'art conceptuel', 'visage', 'géometrie']",,Conceptual Art,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/cristian-tonea/en/artworks/16374859/ella,downloaded_images/16374859_ella.jpg
Salvator Mundi Human,Jose De Andrés,25.0,[],,Surrealism,"Salvator Mundi Humano es resultado de mi investigación en la obra Salvator Mundi de Leonardo da Vinci, de la cual obtengo dos nuevas imágenes, el Humano y el Divino y cada uno de ellos presenta signos distintos en su pecho. Este Salvator Mundi Humano puede verse sin el manto sagrado y le aplico como fondo el mismo de la Gioconda ya que representa el[...]",https://www.artmajeur.com/jose-de-andres/en/artworks/16417246/salvator-mundi-human,downloaded_images/16417246_salvator-mundi-human-b.jpg
Lady,Ilona Matushkova,25.0,"['girl', 'lady', 'face', 'eyes', 'hat', 'flower', 'car', 'blue', 'pink']",,Illustration,"I wanted to create a story with the face of a girl with unusual eyes.

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital[...]",https://www.artmajeur.com/ilona-matushkova/en/artworks/17919109/lady,downloaded_images/17919109_devuska-v-slape-7.jpg
The World At Sea,Marjoline Delahaye,52.0,"['One world', 'Seascape', 'Marjoline', 'Sky']",,Illustration,"Here we see a combination of elements of sea, sky and landscapes, seen through crystal clear water. Bringing all three together emphasizes the interdependancies that exist. Crystal clear is the way it should be. But is it?

                
                    About this artwork: Classification, Techniques[...]",https://www.artmajeur.com/marjoline-delahaye/en/artworks/17112289/the-world-at-sea,downloaded_images/17112289_natural-fantasy-01-medium-signed.jpg
Enchanted Cityscape: Watercolor Impressi,Alina Fayzi,35.03,"['RussianUrbanWatercolorArt', 'FantasyCityscapePrints', 'RomanticWatercolorGallery', 'DarkBlueRedWatercolorArt', 'SpectacularCityscapePrints', 'DarkBlueRedWatercolor', 'VibrantMosaicPrints', 'BrightBackdropWatercolors', 'WatercolorFantasia']",,Abstract,"I want to share with you my new project, which lifts the curtain on how the environment interacts with each of us, and finally, we, in turn, shape this world with our influence. 
 
I based the idea on opposites - in the plot and even in the named project - despite the warm and bright colors, these are all winter landscapes. Abstract cityscapes[...]",https://www.artmajeur.com/alina-fayzi/en/artworks/17389036/enchanted-cityscape-watercolor-impressions-of-medieval-gran,downloaded_images/17389036_alina-fayzi-watercolor-winter-city-landscape-3712x4928-kopia2-7424x9856.jpg
Retalho 00,Michel França,25.0,"['franca', 'artista', 'artes', 'pintura', 'arte digital', 'arte visual', 'pintura decorativa', 'arte decorativa', 'decoracao de hambiente', 'michel franca', 'frança', 'arti franca', 'francaartes', 'arte geometrica', 'arte abistrata']",,Abstract,"Obra do Artista Contemporâneo Michel França.  
Com o Titulo: Retalhos 
 
Instagram francaartes

                
                    About this artwork: Classification, Techniques & Styles",https://www.artmajeur.com/michel-franca/en/artworks/14548568/retalho-00,downloaded_images/14548568_img-20210124-wa0005.jpg
Fractal Abstract 03,Gor Don(Gnie),25.0,"['rendering', 'fractal generating']",,Abstract,"(fractal abstract 03) ist eine von mir Gor Don grafisch erstellte digitale Datei. Erzeugt durch Digitale Malerei, 2D Digital Work, fractal generating und rendering.

                
                    About this artwork: Classification, Techniques & Styles
                [...]",https://www.artmajeur.com/gordon-niemann/en/artworks/14093510/fractal-abstract-03,downloaded_images/14093510_fractal-abstract-03.jpg
Leonardo....sempre!,Daniela Foschi,,"['Leonardo da Vinci', 'Immaginare Leonardo', 'Anniversario']",,Figurative,"Con questa opera, ho partecipato alla mostra Immaginare Leonardo, per la celebrazione del centenario anniversario della sua scomparsa. 
 Il titolo"" Leonaedo...sempre!"" sta ad indicare la sua contemporaneità,con le sue  scoperte  è sempre tra noi! 
Ho scelto una stazione ferroviaria,luogo di transito, di arrivi e di partenze, per[...]",https://www.artmajeur.com/danielafoschi/en/artworks/17871505/leonardo-sempre,downloaded_images/17871505_leonardo-sempre.jpg
Fuck Putin!,Andres Ochoa Morales,26.65,"['Fuck', 'Putin', 'war']",,Street Art,"No need.

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse[...]",https://www.artmajeur.com/artocho/en/artworks/15653239/fuck-putin,downloaded_images/15653239_banner-final.jpg
Япония,Kseniia Medvedeva,,[],,,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/nat27990657/en/artworks/13276145/aponia,downloaded_images/13276145_vup-fyaexq8.jpg
Joker Ii,Vincent Sabatier (VerSus),52.0,"['joker', 'movies', 'vincent sabatier', 'pop', 'popart', 'art', 'artist', 'gallery', 'serigraphie', 'aluminium']",,Pop Art,"joker / 2019 / silkscreen on brushed aluminum (reservation, white is aluminum) 100 X 100 other sizes available

                
                    About this artwork: Classification, Techniques & Styles",https://www.artmajeur.com/vincentsabatier/en/artworks/13237973/joker-ii,downloaded_images/13237973_joker3final.jpg
"Geai De ""Stellaire""",Kempfi,,"['geai', 'steller', 'stellaire', 'cosmos', 'oiseau', 'fantastique', 'surrealisme', 'kempfi', 'traficoti', 'dali']",,Surrealism,"Geai de Steller dans l'espace. Il s'agit d'une oeuvre numérique originale. 
Comme ce geai se situe dans l'espace il est donc ""stellaire"". 
Il tient dans ses griffes un oeuf-planète. C'est une composition surréaliste.

                [...]",https://www.artmajeur.com/kempfi/en/artworks/12883382/geai-de-stellaire,downloaded_images/12883382_geai-oeuf.jpg
Maternité,Rémy Le Guillerm,3890.4,"['Joconde', 'enfants', 'chat', 'terre', 'environnement', 'écologie', 'lune', 'regard']",80x80 cm,Figurative,"Maternity, ""The world will be judged by the children"", Maternity associates the recreated image of a 16th century Mona Lisa surrounded by today's children. In the century of Leonardo da Vinci the environment was generally preserved, today the question cruelly arises of the legacy left to our children. The Mona Lisa, a universal symbol[...]",https://www.artmajeur.com/remy-leguillerm/en/artworks/12560825/maternite,downloaded_images/12560825_maternite-remy-leguillerm.jpg
Création Numérique2 #,Dominik M,1326.88,"['art numérique', 'pop art', 'peinture numérique', 'visage']",120x120 cm,Conceptual Art,"création numérique	 
•Style : arts graphiques 
•Technique :  numérique, collage virtuel 
•Impression : Impression numérique sur toile, châssis bois 18mm 
•Formats : 120X120 
 
Cordialement... 
Dominik.M

                
                    About this artwork: Classification,[...]",https://www.artmajeur.com/dominik-m/en/artworks/12513347/creation-numerique2,downloaded_images/12513347_sans-titredertcv.jpg
La Cascade,Florence Castelli Flofloyd,25.0,[],,,"Photo transformed my way

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers[...]",https://www.artmajeur.com/manzoniflo/en/artworks/12642074/la-cascade,downloaded_images/12642074_20190927-230122.jpg
,,27.0,"['Urbane Art', 'Tanz']",,Abstract,"Tinte auf Leinwand.

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers[...]",https://www.artmajeur.com/koehler-huege/en/artworks/12449447/bild-282,downloaded_images/12449447_282ab.jpg
Brasilia 4.446,Ulysses Galletti,25.0,"['Cotton', 'Galo Portugues']",,Cubism,"Arte Digital

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse[...]",https://www.artmajeur.com/py2uaj/en/artworks/12224975/brasilia-4-446,downloaded_images/12224975_ugpadrao-4446.jpg
Toy Life,Vitaliy Lischinskiy,522.0,"['art', 'toy', 'surrealism']",,photo,"This black and white photo taken by me will fit perfectly into your interior

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic[...]",https://www.artmajeur.com/vitaliy-lischinskiy/en/artworks/13242473/toy-life,downloaded_images/13242473_610-9903.jpg
Calendario 2022,Claudio Benvenuto Rossi,,"['caledario', 'calendary']",,Abstract,"Copertina del calendario artistico 2022 del rossi, composto dai dodici mesi e dalla copertina qui in visione,

                
                    About this artwork: Classification, Techniques & Styles",https://www.artmajeur.com/claudiorossi/en/artworks/12771518/calendario-2022,downloaded_images/12771518_copertina2022.jpg
No War,Alex Kalm,,[],,Conceptual Art,"About this artwork: Classification, Techniques & Styles
                      3D Modeling      Technique which consists in creating, in 3D modeling software, a three-dimensional object,[...]",https://www.artmajeur.com/alexkalm/en/artworks/15536539/no-war,downloaded_images/15536539_09-1000h1000.jpg
Blues,Ulla Jung,25.0,[],,,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/info-526/en/artworks/13305998/blues,downloaded_images/13305998_blues.jpg
Grafica 05,Pio30,25.0,[],,Illustration,"Grafica realizzata per la band SENZANORMA.

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts   [...]",https://www.artmajeur.com/pio30/en/artworks/14023124/grafica-05,downloaded_images/14023124_05.jpg
Unschuld Im Licht,Helene Hohmann,25.0,"['Klang', 'Reinheit', 'Stille', 'Rückzug', 'Erwachen', 'Zartheit', 'weiß', 'Schnee']",,Spiritual Art,"in Unschuld und Leichtiigkeit schwebend, 
bringt es Stille und Gewahrsein, 
daa Glöckchen bewegt unsere Herzen in Reinheit.

                
                    About this artwork: Classification, Techniques & Styles",https://www.artmajeur.com/atelier-helen/en/artworks/13050074/unschuld-im-licht,downloaded_images/13050074_1da079fb-7448-4fb2-82e4-062c21be4b12.jpg
Kirche Frisst Bombe. (1),Stephan Rodriguez Warnemünde,25.0,"['Tod', 'Krieg', 'Kirche']",,Expressionism,"Digitale Bearbeitung eines Fotos (siehe Turmbau zu Babel (1))

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts   [...]",https://www.artmajeur.com/warnemuende/en/artworks/12901316/kirche-frisst-bombe-1,downloaded_images/12901316_20191114-135531.jpg
Lord Of Mountain And Forest,Sophie Gerin,,"['shiva', 'montagne', 'paysage', 'spiritualité', 'inde', 'bleu', 'eau forte', 'Christ']",,Abstract,"Il s'agit d'une reproduction d'art de haute qualité sur papier de gravure. L'original, une eau forte complétée de pointe sèche, a été scanné aux Etats-Unis sur un scanner de haute qualité utilisé par les musées, les couleurs d'origine ont donc été parfaitement respectées . La reproduction a été réalisée grace à la technique[...]",https://www.artmajeur.com/sophieatelierdart/en/artworks/13785320/lord-of-mountain-and-forest,downloaded_images/13785320_siva.jpg
Dans La Ruelle,Eric Belin,,[],,Impressionism,"About this artwork: Classification, Techniques & Styles
                      Digital Painting      Technique carried out using digital tools using a computer, a graphic tablet, a stylus[...]",https://www.artmajeur.com/belineric/en/artworks/17670889/dans-la-ruelle,downloaded_images/17670889_ruelle.jpg
Portrait #08,Heinz Bucher,40.0,"['woman', 'lady', 'portrait woman', 'woman portrait', 'face woman', 'female face', 'digital art', 'spontaneous realism']",,Figurative,"The work was created on the computer on the basis of a photo using common image processing programs and my own software. It is created with a special technique and consists of small coloured dots, lines or areas similar to pointilism. The image file is 12000 x 16000 pixels in size.

                [...]",https://www.artmajeur.com/heinz-bucher/en/artworks/12620672/portrait-08,downloaded_images/12620672_portrait-08-hqam.jpg
Au Plus Profond D'un Regard Vers Le Pass,Josiane Karanian Boularot,,"['regard', 'enfant', 'femme', 'vie', 'yeux', 'réalisme', 'solitude']",,Hyperrealism,"Au fond de ce regard d'aujourd'hui, voyage vers le passé avec la petite fille de ""Solitude"" qui faisait ses premiers pas il y a  quelques décennies... c'était ""hier""...  
Sur mes rêves et ma vie , regard vers le passé... rien n'est écrit, rien n'est vraiment concevable sur les années à venir. Je ne[...]",https://www.artmajeur.com/photocreative/en/artworks/12996152/au-plus-profond-d-un-regard-vers-le-passe,downloaded_images/12996152_w-au-plus-loin-que-mes-yeux.jpg
Who S Bad?,Violaine Oud,293.31,[],30x30 cm,Figurative,"Visite my website OUDGOTTHATVISION

                
                    About this artwork: Classification, Techniques & Styles
                      Photo Montage       Assembly of photographs obtained by printing,[...]",https://www.artmajeur.com/violaine-oud/en/artworks/12042749/who-s-bad,downloaded_images/12042749_mauvais-genre-milky-way.jpg
Run For Cover,Zana Sucic,25.0,[],,,"Run for cover 
Run while you can, baby, don't look back 
You gotta run for cover  
Don't be afraid of the fear, that's a played out trap, man

                
                    About this artwork: Classification, Techniques & Styles
                [...]",https://www.artmajeur.com/zana-sucic/en/artworks/13545137/run-for-cover,downloaded_images/13545137_alice.jpg
Mr.ogart’s With All Love,Eugenia Olivi,,"['litography', 'andy warhol', 'pop art', 'street art', 'american art', 'mr. brainwash']",,Pop Art,"Mr.Ogart’s lithography on pvc make through digital media 
Mr.ogart is an Italian artist who always loved pop and street art and then he makes his passion a work through digital art and he take inspiration from American pop art street art and travels around the world that make him in touch with a lot of artist and galleries around the world
[...]",https://www.artmajeur.com/mr-ogart/en/artworks/14041319/mr-ogart-s-with-all-love,downloaded_images/14041319_photo-2020-12-05-20-01-23.jpg
Meisje Met Roze Sjaaltje/Girl With Pink,Esmeralda Skverer,25.0,[],,Illustration,"Just a sweet girl, made in digital art app. Very nice when printed on a shopper bag or handbag.

                
                    About this artwork: Classification, Techniques & Styles
                                                                    [...]",https://www.artmajeur.com/eskverer/en/artworks/14887724/meisje-met-roze-sjaaltje-girl-with-pink-sjawl,downloaded_images/14887724_blue-girl-with-sjawl.jpg
Happy New Year,Philippe Alliet,37.0,"['Philippe Alliet', 'Alliet', 'Alliet philippe', 'PHILIPPE ALLIET', 'ALLIET', 'ALLIET PHILIPPE', 'Cat', 'Chat', 'Happy New Year']",,Figurative,"Modèle de carte de vœux pour 2021-Dessin original à l'encre de Chine et à la mine de plomb-montage numérique.

                
                    About this artwork: Classification, Techniques & Styles
                      Figurative     [...]",https://www.artmajeur.com/philippe-alliet/en/artworks/14023709/happy-new-year,downloaded_images/14023709_tournons-le-dos.jpg
Muslim Prayer | Takbeer | 008,Ehab Mamdouh,25.0,['islamic'],,Minimalism,"what is Muqeem ? 
The word Muqeem - or Resident - is inspired by the Qur'anic verse  
My Lord, make me an establisher of prayer, and from my descendants 
The meaning of the word in the Quranic verse refers to the spiritual 
residence with God and not only the appearance of movements 
 
The concept of Muqeem as a work[...]",https://www.artmajeur.com/ehabmamdouh/en/artworks/13395911/muslim-prayer-takbeer-008,downloaded_images/13395911_muqeem-008.jpg
Ukraina & Artmajeur (My Name Is ...),Sorin Niculae Lazar,,[],,Symbolism,"-My name is Ukraine and I don't like you. 
-Don't be afraid. I love you very much. I have the same gifts for you. I'm sad you don't love me the same way. 
 
I made a collage with works (portions of works) by artists exhibiting on Artmajeur. The casting was very difficult. We agreed to exhibit from Ludmila Ukrov, Marc[...]",https://www.artmajeur.com/sorin-niculae-lazar/en/artworks/15585301/ukraina-artmajeur-my-name-is,downloaded_images/15585301_0-ukraina-artmajeur-my-name-is.jpg
Etrave - Le Dragon De William Fife - St,Ludovic Cussigh,25.0,"['Voiles de St Tropez', 'William FIFE']",,Figurative,"Voilier à quai 
Voiles de St Tropez 2006 
 
Un Plan William FIFE reconnaissable par "" le dragon crachant du feu ""  
gravé sur l'étrave .

                
                    About this artwork: Classification, Techniques & Styles",https://www.artmajeur.com/artbague/en/artworks/12896366/etrave-le-dragon-de-william-fife-st-tropez,downloaded_images/12896366_quai-st-tropez-ix-2006.jpg
La Salle À Manger,Jorge Costa Bravo,,[],,,"About this artwork: Classification, Techniques & Styles
                      Digital Painting      Technique carried out using digital tools using a computer, a graphic tablet, a stylus[...]",https://www.artmajeur.com/jorgecostabravo/en/artworks/12826844/la-salle-a-manger,downloaded_images/12826844_b1155d89-5b01-4132-a4e3-a6b8a443aebd.jpg
Spazio_6,Mafalda Pastore,47.0,[],,Illustration,"Probabilmente sei l'unico rimasto in città a lavorare. Non temere, in SPAZIO_6 l'estate è uno stato d'animo, guarda Marilyn... 
 
sdraio: seletti 
lampada: fatboy_original 
panchina: slidedesign 
tavolino: amesdesign 
portavaso: amesdesign 
carta da parati: lamaisonpierrefrey
[...]",https://www.artmajeur.com/mafalda-pastore/en/artworks/16020070/spazio-6,downloaded_images/16020070_nuovo-balcone10.jpg
There Where Dreams Are Born_97,Ferdinando Provera,,"['punti', 'nuvole', 'nuvole di punti', 'là dove nascono i sogni', 'sogni']",,Abstract,"""..nuvole? forse stelle? ..milioni di punti che si sovrappongono, s’intrecciano,.. sospesi nello spazio virtuale della mia mente, della mia immaginazione ..note d’un pentagramma universale immaginario, srotolato dal soffio di un vento astrale.."" 
 
Tecnica: elaborazione digitale di punti provenienti da scanner laser 3D
[...]",https://www.artmajeur.com/info-397/en/artworks/12540293/there-where-dreams-are-born-97,downloaded_images/12540293_there-where-dreams-are-born-97.jpg
Winter Birch Framed,Trina Cameron,,[],,Figurative,"Used pre historic Microsoft Bitmap to do entire painting, worked with what I had 😆

                
                    About this artwork: Classification, Techniques & Styles
                      Figurative      Figurative[...]",https://www.artmajeur.com/trina-cameron/en/artworks/15177754/winter-birch-framed,downloaded_images/15177754_20211205-131645-2.jpg
Vers L’unité,Aimboo,13714.72,[],,Conceptual Art,"Print plexiglas + NEON / 7 exemplaires numérotés de 1 à 7

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts   [...]",https://www.artmajeur.com/info-195/en/artworks/12049394/vers-l-unite,downloaded_images/12049394_3fa3998e-47ca-4820-8c10-e98a8830cb61.jpg
Cyber Moon Princess 01,Ayman Kamel,291.92,[],,Conceptual Art,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/aymankamel/en/artworks/17075860/cyber-moon-princess-01,downloaded_images/17075860_artcore01.jpg
Self-Remix,Delphine Perrin,4705.87,"['Other', 'Delphine Perrin Photographe', 'creation', 'exposition', 'art plastique', 'photographie plasticienne', 'Ghislaine Ferreira', 'Peinture', 'portrait', 'reportage', 'technique mixte peinture photo', 'expérimentation', 'Limited Edition']",113.5x100 cm,Expressionism,"Cette oeuvre est le fruit d'un travail d'expérimentation photographique en collaboration avec l'artiste peintre Ghislaine FERREIRA (description de notre travail en page ""Présentation""). 
 
L'oeuvre est disponible en format 113x100 tirage Fine Art Hahnemülhe contre-collé sur dibond, monté en caisse américaine.",https://www.artmajeur.com/delphine-perrin/en/artworks/11232947/self-remix,downloaded_images/11232947_self-remix-delphine-perrin.jpg
Alta Marea,Antonio Lori,1289.28,"['arte', 'arte contemporanea', 'paintings', 'pop art', 'abstract art', 'acrylic', 'contemporary art']",,Abstract,"Questa opera è il frutto della mia continua ricerca tra tradizione e innovazione, tra tecniche manuali classiche e tecniche digitali, cercando di miscelare le due tecniche in maniera armonica per ottenere il meglio da ambedue e concentrare le mie possibilità creative ed espressive sull’opera che realizzo. L’opere che realizzo sono un mix di vernici[...]",https://www.artmajeur.com/antonio-lori/en/artworks/10020580/alta-marea,downloaded_images/10020580_2014-90x80-alta-marea.jpg
Peine-Copia.jpg,Rafo Hdez,342.73,"['Other', 'peine', 'música', 'paradoja', 'music', 'hair comb', 'paradox', 'Limited Edition']",,Conceptual Art,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/rafohdez/en/artworks/8985496/peine-copia-jpg,downloaded_images/8985496_peine-copia.jpg
Prolapsed Chronotope,Uro Bannera,25.0,[],,Conceptual Art,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/uro-bannera/en/artworks/8261299/prolapsed-chronotope,downloaded_images/8261299_prolapsed-chronotope-50x50.jpg
Ahcghf,A. Hermann,42.0,[],,,"About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital art refers to a diverse set of[...]",https://www.artmajeur.com/ahermann/en/artworks/16390456/ahcghf,downloaded_images/16390456_ahcghf.jpg
Red Heart In Red Zipper Pocket,Mrivserg,25.0,"['amour', 'zipper', 'zip', 'zippered', 'open', 'zip-fastener', 'pocket', 'Love', 'Heart Shape', 'red', 'Gift', 'holiday', 'Celebration', 'festive', 'romance', 'wool', 'cloth', 'coat', 'warm', 'wear']",,Minimalism,"Red heart in red zipper pocket on a red background, wedding or festive concept

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic[...]",https://www.artmajeur.com/mrivserg/en/artworks/17794072/red-heart-in-red-zipper-pocket,downloaded_images/17794072_img-0313.jpg
Contemporary Art Is The Storm Of A Perpe,Michel Tabanou,25.0,"['contemporaryart', 'neoexpressionisme', 'critiquesociale', ""critiquedel'art"", 'artcritique', 'hold-up', 'artmarket']",,Expressionism,"""contemporary art is the storm of a perpetual hold-up"" 
Oeuvre numérique établissant un constat sur le contrôle du marché de l'art contemporain par des réseaux de galeries, de médias.

                
                    About this artwork: Classification, Techniques & Styles[...]",https://www.artmajeur.com/michel-tabanou/en/artworks/16049311/contemporary-art-is-the-storm-of-a-perpetual-hold-up,downloaded_images/16049311_contemporary-art-is-the-storm-of-a-perpetual-hold-up.jpg
Katomili,Chiara Perrot,297.61,"['grecia', 'mulini', 'mykonos', 'blu']",,Geometric,"About this artwork: Classification, Techniques & Styles
                      Fabric       Technique consisting in creating a work based on fabrics and which can be decorated by adding[...]",https://www.artmajeur.com/chiara-perrot/en/artworks/16966114/katomili,downloaded_images/16966114_muliniblu.jpg
Ocean Stones 3,Inta Leora,532.9,"['summer', 'natural', 'eco', 'ocean', 'coastal', 'beach', 'marine', 'sea']",59.4x42 cm,Abstract,"Signed abstract beach-style art print. Limited edition of 50. Giclee print on museum-quality cotton rag paper with watercolor texture. A2 (420mmx594mm) paper size. White border approx. 2,5 cm. Signed and numbered by the author on the front. Comes with a Certification of Authenticity.

                [...]",https://www.artmajeur.com/inta-leora/en/artworks/15931846/ocean-stones-3,downloaded_images/15931846_intaleora-oceanstones3-digitalart-16-12x23-38-297.jpg
,,25.0,"['landscape', 'waterfall', 'country', 'nature']",,Illustration,"Ancient civilizations and the appeal of nature serve as inspiration.

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital[...]",https://www.artmajeur.com/darlene-zagata/en/artworks/17646388/waterfall,downloaded_images/17646388_waterfall.jpg
«Priest»,Schwarzberg,26.24,['The Rite'],,Colin O'Donoghue,"Тренировочный портрет в холодных тонах.

                
                    About this artwork: Classification, Techniques & Styles
                                                                     Technic Digital Arts     Digital[...]",https://www.artmajeur.com/schwarzberg/en/artworks/17602333/priest,downloaded_images/17602333_svat.jpg
Jungle Nights,Nikolina Petolas,1338.7,"['photography', 'digital', 'art', 'petolas', 'nikolina petolas', 'animals', 'animal', 'flamingo', 'flamingos', 'elephant', 'rococo', 'contemporary', 'surrealism', 'animals', 'fine art', 'print', 'giclee', 'jungle', 'foliage', 'forest']",43.4x65 cm,Conceptual Art,"'Jungle Nights'  
65 x 43.4cm , from limited edition of 7 plus 2AP 
Next available 1/7 
 
My works are complex photo collages based on my own photography. I have been collecting photographs for over a decade. It is a long process of combining carefully selected photography fragments and illustrated parts, which are then[...]",https://www.artmajeur.com/nikolina-petolas/en/artworks/11804171/jungle-nights-65x44cm,downloaded_images/11804171_2018-petolas-jungle-nights-222-2-mm-1100.jpg
